"Year","TeamId","Team","Classification","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties","NeutralSiteGames Games","NeutralSiteGames Wins","NeutralSiteGames Losses","NeutralSiteGames Ties","RegularSeason Games","RegularSeason Wins","RegularSeason Losses","RegularSeason Ties","Postseason Games","Postseason Wins","Postseason Losses","Postseason Ties"
"2024","2743","Wisconsin-Stevens Pt","iii","Wisconsin","","","10","1","9","0","7","0","7","0","4","0","4","0","6","1","5","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2024","2723","Wisconsin-River Falls","iii","Wisconsin","","","10","7","3","0","7","4","3","0","5","5","0","0","5","2","3","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","272","Wisconsin-Platteville","iii","Wisconsin","","","11","9","2","0","7","6","1","0","6","6","0","0","5","3","2","0","0","0","0","0","11","9","2","0","0","0","0","0"
"2024","271","Wisconsin-Oshkosh","iii","Wisconsin","","","10","6","4","0","7","4","3","0","6","4","2","0","4","2","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","2741","Wisconsin-Lutheran","iii","NACC","","","10","7","3","0","8","6","2","0","5","3","2","0","5","4","1","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2740","Wisconsin-Lacrosse","iii","Wisconsin","","","12","8","4","0","7","5","2","0","6","5","1","0","6","3","3","0","0","0","0","0","12","8","4","0","0","0","0","0"
"2024","2738","Wisconsin-Eau Claire","iii","Wisconsin","","","10","2","8","0","7","1","6","0","5","1","4","0","5","1","4","0","0","0","0","0","10","2","8","0","0","0","0","0"
"2024","275","Wisconsin","fbs","Big Ten","","4.7935133967450545","12","5","7","0","9","3","6","0","7","3","4","0","4","1","3","0","1","1","0","0","12","5","7","0","0","0","0","0"
"2024","2736","Winston-Salem","ii","CIAA","Southern","0.1203476995540319","10","7","3","0","8","6","2","0","5","4","1","0","5","3","2","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2851","Winona State","ii","Northern Sun","","","11","5","6","0","10","5","5","0","6","3","3","0","5","2","3","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2024","351","Wingate","ii","South Atlantic","","","12","9","2","1","9","7","1","1","7","5","1","1","5","4","1","0","0","0","0","0","12","9","2","1","0","0","0","0"
"2024","122666","Wilson","ii","South Atlantic","","","11","3","8","0","9","2","7","0","5","2","3","0","6","1","5","0","0","0","0","0","11","3","8","0","0","0","0","0"
"2024","2733","Wilmington (OH)","iii","Ohio","","","10","1","9","0","9","1","8","0","5","1","4","0","5","0","5","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2024","2731","Williams","iii","NESCAC","","","9","5","4","0","9","5","4","0","5","4","1","0","4","1","3","0","0","0","0","0","9","5","4","0","0","0","0","0"
"2024","2970","William Paterson","iii","New Jersey","","","10","1","9","0","6","0","6","0","5","0","5","0","5","1","4","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2024","2911","William Jewell","ii","Great Lakes","","","11","5","6","0","8","3","5","0","0","0","0","0","6","4","2","0","5","1","4","0","11","5","6","0","0","0","0","0"
"2024","2729","William & Mary","fcs","CAA","","7.189391670385092","12","7","5","0","8","4","4","0","6","5","1","0","6","2","4","0","0","0","0","0","12","7","5","0","0","0","0","0"
"2024","2930","Willamette","iii","Northwest","","","10","2","8","0","8","0","8","0","5","2","3","0","5","0","5","0","0","0","0","0","10","2","8","0","0","0","0","0"
"2024","398","Wilkes","iii","Landmark Conference","","","10","7","3","0","6","5","1","0","5","3","2","0","5","4","1","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2725","Widener","iii","Mid Atlantic","","","10","5","5","0","9","5","4","0","4","2","2","0","5","2","3","0","1","1","0","0","10","5","5","0","0","0","0","0"
"2024","2721","Whitworth","iii","Northwest","","","12","10","2","0","7","6","1","0","6","5","1","0","6","5","1","0","0","0","0","0","12","10","2","0","0","0","0","0"
"2024","112335","Wheeling","ii","Mountain East","","","11","6","5","0","9","5","4","0","6","2","4","0","5","4","1","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2024","396","Wheaton","iii","CCIW","","","10","8","2","0","9","8","1","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2024","433","Westminster College (MO)","iii","Upper Midwest","","","10","1","9","0","7","0","7","0","6","1","5","0","4","0","4","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2024","2849","Westminster (PA)","iii","Presidents'","","","10","7","3","0","10","7","3","0","5","3","2","0","5","4","1","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2909","Westfield State","iii","MSCAC","","","10","4","6","0","9","4","5","0","6","2","4","0","4","2","2","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2024","2848","Western Oregon","ii","Lone Star","","0.9039206930102696","11","6","5","0","9","6","3","0","4","2","2","0","7","4","3","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2024","2703","Western New Mexico","ii","Lone Star","","","11","2","9","0","9","0","9","0","5","1","4","0","6","1","5","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2024","2702","Western New England","iii","Commonwealth Coast","","","10","6","4","0","5","3","2","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","2711","Western Michigan","fbs","Mid-American","","5.329759304646534","13","6","7","0","8","5","3","0","5","4","1","0","7","2","5","0","1","0","1","0","12","6","6","0","1","0","1","0"
"2024","98","Western Kentucky","fbs","Conference USA","","6.4133321610878635","14","8","6","0","9","6","3","0","6","5","1","0","7","3","4","0","1","0","1","0","13","8","5","0","1","0","1","0"
"2024","2710","Western Illinois","fcs","Big South-OVC","","3.5330936712865575","12","4","8","0","8","3","5","0","5","3","2","0","7","1","6","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","2843","Western Connecticut St","iii","MSCAC","","","10","8","2","0","9","8","1","0","5","5","0","0","5","3","2","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2024","2714","Western Colorado","ii","Rocky Mountain","","","13","11","2","0","9","8","1","0","8","6","2","0","5","5","0","0","0","0","0","0","13","11","2","0","0","0","0","0"
"2024","2717","Western Carolina","fcs","Southern","","6.4421301257301264","12","7","5","0","8","6","2","0","5","4","1","0","7","3","4","0","0","0","0","0","12","7","5","0","0","0","0","0"
"2024","455","West Virginia Wesleyan","ii","Mountain East","","0.001272936029588001","11","0","11","0","9","0","9","0","5","0","5","0","5","0","5","0","1","0","1","0","11","0","11","0","0","0","0","0"
"2024","2707","West Virginia State","ii","Mountain East","","","11","6","5","0","9","5","4","0","5","4","1","0","6","2","4","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2024","277","West Virginia","fbs","Big 12","","4.905630370385611","13","6","7","0","9","5","4","0","7","3","4","0","5","3","2","0","1","0","1","0","12","6","6","0","1","0","1","0"
"2024","2704","West Texas A&M","ii","Lone Star","","","11","5","6","0","9","5","4","0","5","2","3","0","6","3","3","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2024","2699","West Liberty","ii","Mountain East","","","11","2","9","0","9","2","7","0","6","2","4","0","5","0","5","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2024","2698","West Georgia","fcs","UAC","","3.2061370908744147","11","4","7","0","8","1","7","0","6","3","3","0","5","1","4","0","0","0","0","0","11","4","7","0","0","0","0","0"
"2024","110242","West Florida","ii","Gulf South","","","10","7","3","0","8","6","2","0","0","0","0","0","4","2","2","0","6","5","1","0","10","7","3","0","0","0","0","0"
"2024","223","West Chester","ii","Pennsylvania State Athletic","Eastern","","10","4","6","0","9","4","5","0","6","4","2","0","4","0","4","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2024","2695","West Alabama","ii","Gulf South","","","12","9","2","1","8","6","1","1","7","6","1","0","4","2","1","1","1","1","0","0","12","9","2","1","0","0","0","0"
"2024","336","Wesleyan University (CT)","iii","NESCAC","","","9","8","1","0","9","8","1","0","4","3","1","0","5","5","0","0","0","0","0","0","9","8","1","0","0","0","0","0"
"2024","2692","Weber State","fcs","Big Sky","","6.176202675193222","12","4","8","0","8","3","5","0","5","2","3","0","7","2","5","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","2845","Waynesburg","iii","Presidents'","","","10","4","6","0","10","4","6","0","5","2","3","0","5","2","3","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2024","2844","Wayne State (NE)","ii","Northern Sun","","","11","7","4","0","10","6","4","0","6","3","3","0","5","4","1","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2024","131","Wayne State (MI)","ii","GLIAC","","","11","2","9","0","7","2","5","0","6","2","4","0","5","0","5","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2024","143","Washington University (St. Louis)","iii","CCIW","","","10","8","2","0","9","7","2","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2024","265","Washington State","fbs","Pac-12","","8.873875310293844","13","8","5","0","1","0","1","0","6","5","1","0","5","2","3","0","2","1","1","0","12","8","4","0","1","0","1","0"
"2024","2688","Washington and Lee","iii","Old Dominion","","","10","6","4","0","7","5","2","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","2686","Washington & Jefferson","iii","Presidents'","","","11","9","2","0","10","9","1","0","5","4","1","0","6","5","1","0","0","0","0","0","11","9","2","0","0","0","0","0"
"2024","264","Washington","fbs","Big Ten","","7.248212292779996","13","6","7","0","9","4","5","0","6","6","0","0","5","0","5","0","2","0","2","0","12","6","6","0","1","0","1","0"
"2024","2687","Washburn","ii","Mid America","","","11","3","8","0","9","2","7","0","6","1","5","0","5","2","3","0","0","0","0","0","11","3","8","0","0","0","0","0"
"2024","2685","Wartburg","iii","American Rivers","","","12","10","2","0","8","8","0","0","6","5","1","0","6","5","1","0","0","0","0","0","12","10","2","0","0","0","0","0"
"2024","2682","Walsh","ii","Great Midwest Athletic","","","11","5","6","0","9","4","5","0","5","3","2","0","5","2","3","0","1","0","1","0","11","5","6","0","0","0","0","0"
"2024","154","Wake Forest","fbs","ACC","","4.1396489805563155","12","4","8","0","8","2","6","0","7","1","6","0","5","3","2","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","2681","Wagner","fcs","NEC","","4.068333395969437","12","4","8","0","6","2","4","0","5","2","3","0","7","2","5","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","89","Wabash College","iii","North Coast","","","10","8","2","0","8","7","1","0","5","5","0","0","5","3","2","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2024","2678","VMI","fcs","Southern","","1.0502531772101775","12","1","11","0","8","1","7","0","6","1","5","0","6","0","6","0","0","0","0","0","12","1","11","0","0","0","0","0"
"2024","2676","Virginia Union","ii","CIAA","Northern","0.1666267906029949","14","10","4","0","9","7","2","0","5","5","0","0","8","4","4","0","1","1","0","0","14","10","4","0","0","0","0","0"
"2024","259","Virginia Tech","fbs","ACC","","7.1543297462908875","13","6","7","0","8","4","4","0","6","4","2","0","6","2","4","0","1","0","1","0","12","6","6","0","1","0","1","0"
"2024","330","Virginia St","ii","CIAA","Northern","0.07139716315014","11","7","4","0","9","6","3","0","4","3","1","0","5","3","2","0","2","1","1","0","11","7","4","0","0","0","0","0"
"2024","258","Virginia","fbs","ACC","","4.258877965863164","12","5","7","0","8","3","5","0","6","2","4","0","6","3","3","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2024","222","Villanova","fcs","CAA","","6.907479644254576","14","10","4","0","8","6","2","0","7","7","0","0","7","3","4","0","0","0","0","0","14","10","4","0","0","0","0","0"
"2024","238","Vanderbilt","fbs","SEC","","7.077453743282387","13","7","6","0","8","3","5","0","7","4","3","0","5","2","3","0","1","1","0","0","12","6","6","0","1","1","0","0"
"2024","2674","Valparaiso","fcs","Pioneer","","3.2049262662296223","12","4","7","1","8","2","5","1","6","3","3","0","6","1","4","1","0","0","0","0","12","4","7","1","0","0","0","0"
"2024","2673","Valdosta State","ii","Gulf South","","","15","13","1","1","8","7","0","1","9","8","0","1","5","5","0","0","1","0","1","0","14","13","0","1","1","0","1","0"
"2024","2842","UVA Wise","ii","South Atlantic","","0.0011636240007751875","11","4","6","1","9","3","5","1","5","2","3","0","6","2","3","1","0","0","0","0","11","4","6","1","0","0","0","0"
"2024","2636","UTSA","fbs","American Athletic","","7.451140420531065","13","7","6","0","8","4","4","0","7","7","0","0","6","0","6","0","0","0","0","0","12","6","6","0","1","1","0","0"
"2024","390","Utica","iii","Empire 8","","","10","5","5","0","7","3","4","0","5","2","3","0","4","2","2","0","1","1","0","0","10","5","5","0","0","0","0","0"
"2024","2638","UTEP","fbs","Conference USA","","4.497080439568821","12","3","9","0","8","3","5","0","5","2","3","0","7","1","6","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2024","3101","Utah Tech","fcs","UAC","","1.3156463047214588","12","1","11","0","8","1","7","0","6","1","5","0","6","0","6","0","0","0","0","0","12","1","11","0","0","0","0","0"
"2024","328","Utah State","fbs","Mountain West","","5.045168449018577","12","4","8","0","7","3","4","0","6","3","3","0","6","1","5","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","254","Utah","fbs","Big 12","","6.636350929869128","12","5","7","0","9","2","7","0","6","2","4","0","6","3","3","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2024","110243","UT Permian Basin","ii","Lone Star","","","11","7","4","0","9","6","3","0","5","2","3","0","6","5","1","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2024","2630","UT Martin","fcs","Big South-OVC","","9.502854091098884","14","9","5","0","8","6","2","0","6","4","2","0","8","5","3","0","0","0","0","0","14","9","5","0","0","0","0","0"
"2024","30","USC","fbs","Big Ten","","6.6266730506343725","13","7","6","0","9","4","5","0","6","4","2","0","5","1","4","0","2","2","0","0","12","6","6","0","1","1","0","0"
"2024","2667","Ursinus","iii","Centennial","","","11","9","2","0","6","5","1","0","5","4","1","0","6","5","1","0","0","0","0","0","11","9","2","0","0","0","0","0"
"2024","389","Upper Iowa University","ii","Great Lakes","","0.0018458664857121665","11","7","4","0","8","6","2","0","5","3","2","0","6","4","2","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2024","2439","UNLV","fbs","Mountain West","","10.928636756589315","14","11","3","0","8","6","2","0","6","4","2","0","6","5","1","0","2","2","0","0","13","10","3","0","1","1","0","0"
"2024","184","University of Rochester (NY)","iii","Liberty League","","","10","6","4","0","6","2","4","0","5","4","1","0","5","2","3","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","426","University of Mount Union","iii","Ohio","","","15","14","1","0","10","10","0","0","6","6","0","0","8","8","0","0","1","0","1","0","13","13","0","0","2","1","1","0"
"2024","559","University of Mary","ii","Northern Sun","","","11","2","9","0","10","1","9","0","6","1","5","0","5","1","4","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2024","2128","University Of Charleston (WV)","ii","Mountain East","","","12","11","1","0","9","9","0","0","7","6","1","0","5","5","0","0","0","0","0","0","12","11","1","0","0","0","0","0"
"2024","237","Union (NY)","iii","Liberty League","","","10","3","7","0","6","2","4","0","4","3","1","0","6","0","6","0","0","0","0","0","10","3","7","0","0","0","0","0"
"2024","2882","UNC Pembroke","ii","Mountain East","","","11","6","5","0","9","6","3","0","5","4","1","0","6","2","4","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2024","379","UMass Dartmouth","iii","MSCAC","","","11","10","1","0","9","9","0","0","5","5","0","0","6","5","1","0","0","0","0","0","11","10","1","0","0","0","0","0"
"2024","2433","UL Monroe","fbs","Sun Belt","West","5.1850684390796005","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2024","41","UConn","fbs","FBS Independents","","9.164834146277462","13","9","4","0","1","1","0","0","7","6","1","0","5","2","3","0","1","1","0","0","12","8","4","0","1","1","0","0"
"2024","26","UCLA","fbs","Big Ten","","5.220820764547191","12","5","7","0","9","3","6","0","6","2","4","0","6","3","3","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2024","2116","UCF","fbs","Big 12","","7.383046939154127","12","4","8","0","9","2","7","0","7","3","4","0","5","1","4","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","302","UC Davis","fcs","Big Sky","","9.364472457081733","14","11","3","0","8","7","1","0","7","6","1","0","7","5","2","0","0","0","0","0","14","11","3","0","0","0","0","0"
"2024","399","UAlbany","fcs","CAA","","2.076625908255683","12","4","8","0","8","2","6","0","5","2","3","0","7","2","5","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","5","UAB","fbs","American Athletic","","4.587440342212202","12","3","9","0","8","2","6","0","6","3","3","0","6","0","6","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2024","2657","Tuskegee","ii","SIAC","","0.08791195593718426","11","5","6","0","8","5","3","0","3","1","2","0","6","3","3","0","2","1","1","0","11","5","6","0","0","0","0","0"
"2024","202","Tulsa","fbs","American Athletic","","3.136740737611128","12","3","9","0","8","1","7","0","6","2","4","0","6","1","5","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2024","2655","Tulane","fbs","American Athletic","","9.750732842271267","14","9","5","0","9","7","2","0","6","4","2","0","7","5","2","0","1","0","1","0","13","9","4","0","1","0","1","0"
"2024","112","Tufts","iii","NESCAC","","","9","7","2","0","9","7","2","0","5","4","1","0","4","3","1","0","0","0","0","0","9","7","2","0","0","0","0","0"
"2024","2654","Truman State","ii","Great Lakes","","","11","7","4","0","8","6","2","0","6","4","2","0","4","2","2","0","1","1","0","0","11","7","4","0","0","0","0","0"
"2024","2653","Troy","fbs","Sun Belt","West","6.4430176126277665","12","4","8","0","8","3","5","0","6","3","3","0","6","1","5","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2024","386","Trinity University TX","iii","Southern Athletic","","","11","8","3","0","7","6","1","0","6","4","2","0","5","4","1","0","0","0","0","0","11","8","3","0","0","0","0","0"
"2024","2977","Trinity (CT)","iii","NESCAC","","","9","7","2","0","9","7","2","0","5","4","1","0","4","3","1","0","0","0","0","0","9","7","2","0","0","0","0","0"
"2024","2651","Trine University","iii","Michigan","","","10","6","4","0","7","4","3","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","119","Towson","fcs","CAA","","5.91743589931046","12","7","5","0","8","5","3","0","5","4","1","0","7","3","4","0","0","0","0","0","12","7","5","0","0","0","0","0"
"2024","2649","Toledo","fbs","Mid-American","","6.155344581815647","13","8","5","0","8","4","4","0","6","4","2","0","6","3","3","0","1","1","0","0","12","7","5","0","1","1","0","0"
"2024","2838","Tiffin","ii","Great Midwest Athletic","","","11","8","3","0","9","7","2","0","6","6","0","0","5","2","3","0","0","0","0","0","11","8","3","0","0","0","0","0"
"2024","2646","Thomas More College","ii","Great Midwest Athletic","","","11","5","6","0","9","4","5","0","0","0","0","0","4","2","2","0","7","3","4","0","11","5","6","0","0","0","0","0"
"2024","2644","Thiel","iii","Presidents'","","","10","3","7","0","10","3","7","0","5","2","3","0","5","1","4","0","0","0","0","0","10","3","7","0","0","0","0","0"
"2024","2643","The Citadel","fcs","Southern","","4.676710475626465","12","5","7","0","8","3","5","0","6","2","4","0","6","3","3","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2024","2641","Texas Tech","fbs","Big 12","","5.98720107064572","13","8","5","0","9","6","3","0","7","5","2","0","5","3","2","0","1","0","1","0","12","8","4","0","1","0","1","0"
"2024","326","Texas State","fbs","Sun Belt","West","8.589085210810687","13","8","5","0","8","5","3","0","7","4","3","0","4","3","1","0","2","1","1","0","12","7","5","0","1","1","0","0"
"2024","2640","Texas Southern","fcs","SWAC","West","5.369197759161259","11","5","6","0","8","4","4","0","5","3","2","0","6","2","4","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2024","2639","Texas Lutheran","iii","Southern Collegiate Athletic","","","11","9","2","0","8","7","1","0","5","5","0","0","4","2","2","0","2","2","0","0","11","9","2","0","0","0","0","0"
"2024","2658","Texas A&M-Kingsville","ii","Lone Star","","","11","7","4","0","9","6","3","0","6","3","3","0","5","4","1","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2024","245","Texas A&M","fbs","SEC","","8.231245363251418","13","8","5","0","8","5","3","0","7","5","2","0","4","2","2","0","2","1","1","0","12","8","4","0","1","0","1","0"
"2024","251","Texas","fbs","SEC","","12.344395372482223","16","13","3","0","9","7","2","0","8","7","1","0","4","4","0","0","4","2","2","0","13","11","2","0","3","2","1","0"
"2024","2635","Tennessee Tech","fcs","Big South-OVC","","6.604607092379615","12","7","5","0","8","6","2","0","5","4","1","0","7","3","4","0","0","0","0","0","12","7","5","0","0","0","0","0"
"2024","2634","Tennessee State","fcs","Big South-OVC","","7.6239873463368335","13","9","4","0","8","6","2","0","5","4","1","0","7","4","3","0","1","1","0","0","13","9","4","0","0","0","0","0"
"2024","2633","Tennessee","fbs","SEC","","9.764479085666787","13","10","3","0","8","6","2","0","7","7","0","0","5","2","3","0","1","1","0","0","12","10","2","0","1","0","1","0"
"2024","218","Temple","fbs","American Athletic","","2.501061874077142","12","3","9","0","8","2","6","0","6","3","3","0","6","0","6","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2024","2628","TCU","fbs","Big 12","","8.906212192410981","13","9","4","0","9","6","3","0","6","4","2","0","5","3","2","0","2","2","0","0","12","8","4","0","1","1","0","0"
"2024","2627","Tarleton State","fcs","UAC","","10.607905886973773","14","10","4","0","8","6","2","0","7","5","2","0","7","5","2","0","0","0","0","0","14","10","4","0","0","0","0","0"
"2024","183","Syracuse","fbs","ACC","","6.149897698376089","13","10","3","0","8","5","3","0","7","6","1","0","5","3","2","0","1","1","0","0","12","9","3","0","1","1","0","0"
"2024","216","Susquehanna","iii","Landmark Conference","","","14","12","2","0","6","6","0","0","8","7","1","0","6","5","1","0","0","0","0","0","13","12","1","0","1","0","1","0"
"2024","3110","SUNY Morrisville","iii","Empire 8","","","10","6","4","0","7","5","2","0","6","5","1","0","4","1","3","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2024","2951","SUNY Maritime","iii","NEWMAC","","","10","7","3","0","7","5","2","0","6","4","2","0","4","3","1","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2834","Sul Ross State","ii","Lone Star","","","11","3","8","0","10","2","8","0","6","3","3","0","5","0","5","0","0","0","0","0","11","3","8","0","0","0","0","0"
"2024","2619","Stony Brook","fcs","CAA","","6.1406567783482355","12","8","4","0","8","5","3","0","6","4","2","0","6","4","2","0","0","0","0","0","12","8","4","0","0","0","0","0"
"2024","284","Stonehill","fcs","NEC","","1.5124897157388246","11","1","10","0","6","0","6","0","4","1","3","0","6","0","6","0","1","0","1","0","11","1","10","0","0","0","0","0"
"2024","471","Stevenson","iii","Mid Atlantic","","","10","5","5","0","9","5","4","0","5","3","2","0","4","2","2","0","1","0","1","0","10","5","5","0","0","0","0","0"
"2024","56","Stetson","fcs","Pioneer","","2.0413025122741875","12","2","9","1","8","0","7","1","6","2","3","1","6","0","6","0","0","0","0","0","12","2","9","1","0","0","0","0"
"2024","2617","Stephen F. Austin","fcs","Southland","","6.486684261007166","12","7","5","0","8","4","4","0","6","5","1","0","6","2","4","0","0","0","0","0","12","7","5","0","0","0","0","0"
"2024","24","Stanford","fbs","ACC","","3.810818710546931","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2024","2900","St. Thomas (MN)","fcs","Pioneer","","5.864783932461477","12","6","6","0","8","5","3","0","7","4","3","0","5","2","3","0","0","0","0","0","12","6","6","0","0","0","0","0"
"2024","375","St. Scholastica","iii","Minnesota","","","10","4","6","0","8","3","5","0","5","2","3","0","5","2","3","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2024","133","St. Olaf","iii","Minnesota","","","10","7","3","0","8","5","3","0","5","5","0","0","5","2","3","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2832","St. Norbert","iii","NACC","","","10","7","3","0","8","7","1","0","5","4","1","0","5","3","2","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2024","2779","St. Lawrence","iii","Liberty League","","","9","3","6","0","6","2","4","0","5","2","3","0","4","1","3","0","0","0","0","0","9","3","6","0","0","0","0","0"
"2024","2598","St. Francis (PA)","fcs","NEC","","4.894964545985758","11","4","7","0","7","2","5","0","3","1","2","0","7","2","5","0","1","1","0","0","11","4","7","0","0","0","0","0"
"2024","2830","St. Anselm","ii","Northeast 10","","0.02775360984420583","10","5","5","0","9","5","4","0","5","3","2","0","4","1","3","0","1","1","0","0","10","5","5","0","0","0","0","0"
"2024","374","St John Fisher University","iii","Empire 8","","","10","3","7","0","7","2","5","0","5","2","3","0","4","0","4","0","1","1","0","0","10","3","7","0","0","0","0","0"
"2024","81","Springfield","iii","NEWMAC","","","13","12","1","0","7","7","0","0","6","6","0","0","7","6","1","0","0","0","0","0","13","12","1","0","0","0","0","0"
"2024","2588","Southwestern University","iii","Southern Athletic","","","10","4","6","0","7","2","5","0","4","2","2","0","6","2","4","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2024","2927","Southwestern Oklahoma State","ii","Great American","","","11","3","8","0","11","3","8","0","6","2","4","0","5","1","4","0","0","0","0","0","11","3","8","0","0","0","0","0"
