"Year","TeamId","Team","Classification","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties","NeutralSiteGames Games","NeutralSiteGames Wins","NeutralSiteGames Losses","NeutralSiteGames Ties","RegularSeason Games","RegularSeason Wins","RegularSeason Losses","RegularSeason Ties","Postseason Games","Postseason Wins","Postseason Losses","Postseason Ties"
"2022","2686","Washington & Jefferson","iii","Presidents'","","","10","8","2","0","8","6","2","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2022","264","Washington","fbs","Pac-12","","8.230901694511436","13","11","2","0","9","7","2","0","7","7","0","0","5","3","2","0","1","1","0","0","12","10","2","0","1","1","0","0"
"2022","2687","Washburn","ii","Mid America","","","11","7","4","0","11","7","4","0","5","2","3","0","6","5","1","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2022","2685","Wartburg","iii","American Rivers","","","14","13","1","0","8","8","0","0","7","7","0","0","7","6","1","0","0","0","0","0","14","13","1","0","0","0","0","0"
"2022","2682","Walsh","ii","Great Midwest Athletic","","","10","1","9","0","7","1","6","0","5","1","4","0","5","0","5","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2022","154","Wake Forest","fbs","ACC","Atlantic","8.369783449580337","13","8","5","0","8","3","5","0","7","5","2","0","5","2","3","0","1","1","0","0","12","7","5","0","1","1","0","0"
"2022","2681","Wagner","fcs","NEC","","1.2243956917938652","11","1","10","0","7","1","6","0","4","1","3","0","7","0","7","0","0","0","0","0","11","1","10","0","0","0","0","0"
"2022","89","Wabash College","iii","North Coast","","","9","6","3","0","7","5","2","0","5","3","2","0","4","3","1","0","0","0","0","0","9","6","3","0","0","0","0","0"
"2022","2678","VMI","fcs","Southern","","0.12275111934505338","11","1","10","0","8","0","8","0","6","1","5","0","5","0","5","0","0","0","0","0","11","1","10","0","0","0","0","0"
"2022","2676","Virginia Union","ii","CIAA","Northern","","11","9","2","0","8","7","1","0","6","4","2","0","5","5","0","0","0","0","0","0","11","9","2","0","0","0","0","0"
"2022","259","Virginia Tech","fbs","ACC","Coastal","5.0060560099313465","11","3","8","0","7","1","6","0","5","2","3","0","6","1","5","0","0","0","0","0","11","3","8","0","0","0","0","0"
"2022","330","Virginia St","ii","CIAA","Northern","","10","6","4","0","8","5","3","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2022","258","Virginia","fbs","ACC","Coastal","4.070386934757569","10","3","7","0","7","1","6","0","6","2","4","0","4","1","3","0","0","0","0","0","10","3","7","0","0","0","0","0"
"2022","222","Villanova","fcs","CAA","","5.083687159389945","11","6","5","0","8","4","4","0","5","4","1","0","6","2","4","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2022","238","Vanderbilt","fbs","SEC","East","4.84516554793668","12","5","7","0","8","2","6","0","6","2","4","0","6","3","3","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2022","2674","Valparaiso","fcs","Pioneer","","4.942745250688765","12","5","7","0","8","4","4","0","5","2","3","0","7","3","4","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2022","2673","Valdosta State","ii","Gulf South","","","11","5","6","0","8","3","5","0","6","2","4","0","5","3","2","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2022","2842","UVA Wise","ii","South Atlantic","","0.0030514008620710076","11","2","9","0","6","0","6","0","5","1","4","0","6","1","5","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2022","2636","UTSA","fbs","Conference USA","","9.775110014725774","14","11","3","0","9","9","0","0","7","6","1","0","6","5","1","0","1","0","1","0","13","11","2","0","1","0","1","0"
"2022","390","Utica","iii","Empire 8","","","12","10","2","0","6","5","1","0","6","5","1","0","6","5","1","0","0","0","0","0","12","10","2","0","0","0","0","0"
"2022","2638","UTEP","fbs","Conference USA","","4.494274713124155","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2022","3101","Utah Tech","fcs","Western Athletic","","3.947513895972936","11","4","7","0","6","3","3","0","5","3","2","0","6","1","5","0","0","0","0","0","11","4","7","0","0","0","0","0"
"2022","328","Utah State","fbs","Mountain West","Mountain","5.616414921447496","13","6","7","0","8","5","3","0","6","4","2","0","6","2","4","0","1","0","1","0","12","6","6","0","1","0","1","0"
"2022","254","Utah","fbs","Pac-12","","9.62514945020242","14","10","4","0","10","8","2","0","6","6","0","0","6","3","3","0","2","1","1","0","13","10","3","0","1","0","1","0"
"2022","110243","UT Permian Basin","ii","Lone Star","","","11","5","6","0","6","2","4","0","6","3","3","0","5","2","3","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2022","2630","UT Martin","fcs","OVC","","6.8360916278096315","11","7","4","0","5","5","0","0","5","4","1","0","6","3","3","0","0","0","0","0","11","7","4","0","0","0","0","0"
"2022","30","USC","fbs","Pac-12","","9.836385439453885","14","11","3","0","10","8","2","0","7","7","0","0","5","4","1","0","2","0","2","0","13","11","2","0","1","0","1","0"
"2022","2667","Ursinus","iii","Centennial","","","10","8","2","0","9","7","2","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2022","389","Upper Iowa University","ii","Northern Sun","South","","11","1","10","0","11","1","10","0","6","1","5","0","5","0","5","0","0","0","0","0","11","1","10","0","0","0","0","0"
"2022","2439","UNLV","fbs","Mountain West","West","5.649057691845799","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2022","184","University of Rochester (NY)","iii","Liberty League","","","10","3","7","0","6","1","5","0","5","2","3","0","5","1","4","0","0","0","0","0","10","3","7","0","0","0","0","0"
"2022","426","University of Mount Union","iii","Ohio","","","15","14","1","0","9","9","0","0","9","9","0","0","5","5","0","0","1","0","1","0","14","14","0","0","1","0","1","0"
"2022","559","University of Mary","ii","Northern Sun","North","","11","2","9","0","11","2","9","0","6","1","5","0","5","1","4","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2022","2128","University Of Charleston (WV)","ii","Mountain East","","","11","6","5","0","10","6","4","0","5","3","2","0","6","3","3","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2022","237","Union (NY)","iii","Liberty League","","","10","6","4","0","6","3","3","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2022","2882","UNC Pembroke","ii","Mountain East","","","11","5","6","0","10","5","5","0","5","4","1","0","6","1","5","0","0","0","0","0","11","5","6","0","0","0","0","0"
"2022","379","UMass Dartmouth","iii","MSCAC","","","11","9","2","0","8","8","0","0","5","5","0","0","6","4","2","0","0","0","0","0","11","9","2","0","0","0","0","0"
"2022","2433","UL Monroe","fbs","Sun Belt","West","2.932622848605087","12","4","8","0","8","3","5","0","5","3","2","0","7","1","6","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2022","41","UConn","fbs","FBS Independents","","6.266431161912275","13","6","7","0","0","0","0","0","6","5","1","0","6","1","5","0","1","0","1","0","12","6","6","0","1","0","1","0"
"2022","26","UCLA","fbs","Pac-12","","9.786850718124283","13","9","4","0","9","6","3","0","8","6","2","0","4","3","1","0","1","0","1","0","12","9","3","0","1","0","1","0"
"2022","2116","UCF","fbs","American Athletic","","8.575552106388","14","9","5","0","9","6","3","0","7","5","2","0","6","4","2","0","1","0","1","0","13","9","4","0","1","0","1","0"
"2022","302","UC Davis","fcs","Big Sky","","5.22124743617035","11","6","5","0","8","5","3","0","5","4","1","0","6","2","4","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2022","399","UAlbany","fcs","CAA","","3.6424048258405177","11","3","8","0","8","2","6","0","5","3","2","0","6","0","6","0","0","0","0","0","11","3","8","0","0","0","0","0"
"2022","5","UAB","fbs","Conference USA","","9.223410176098104","13","7","6","0","8","4","4","0","6","5","1","0","6","1","5","0","1","1","0","0","12","6","6","0","1","1","0","0"
"2022","2657","Tuskegee","ii","SIAC","West","","11","8","3","0","9","7","2","0","2","2","0","0","6","4","2","0","3","2","1","0","11","8","3","0","0","0","0","0"
"2022","202","Tulsa","fbs","American Athletic","","4.999757325228414","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0","0","0","0","0","12","5","7","0","0","0","0","0"
"2022","2655","Tulane","fbs","American Athletic","","10.069436737123475","14","12","2","0","9","8","1","0","8","6","2","0","5","5","0","0","1","1","0","0","13","11","2","0","1","1","0","0"
"2022","112","Tufts","iii","NESCAC","","","9","6","3","0","9","6","3","0","5","3","2","0","4","3","1","0","0","0","0","0","9","6","3","0","0","0","0","0"
"2022","2654","Truman State","ii","Great Lakes","","","10","8","2","0","6","5","1","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2022","2653","Troy","fbs","Sun Belt","West","9.641550460963668","14","12","2","0","9","8","1","0","7","7","0","0","6","4","2","0","1","1","0","0","13","11","2","0","1","1","0","0"
"2022","386","Trinity University TX","iii","Southern Athletic","","","12","11","1","0","7","7","0","0","8","7","1","0","4","4","0","0","0","0","0","0","12","11","1","0","0","0","0","0"
"2022","2977","Trinity (CT)","iii","NESCAC","","","9","9","0","0","9","9","0","0","5","5","0","0","4","4","0","0","0","0","0","0","9","9","0","0","0","0","0","0"
"2022","2651","Trine University","iii","Michigan","","","10","7","3","0","6","3","3","0","5","2","3","0","5","5","0","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2022","119","Towson","fcs","CAA","","3.557800623601378","11","6","5","0","8","4","4","0","5","3","2","0","6","3","3","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2022","2649","Toledo","fbs","Mid-American","West","10.061377734019235","14","9","5","0","9","6","3","0","6","5","1","0","6","2","4","0","2","2","0","0","13","8","5","0","1","1","0","0"
"2022","2838","Tiffin","ii","Great Midwest Athletic","","","10","6","4","0","7","5","2","0","5","3","2","0","5","3","2","0","0","0","0","0","10","6","4","0","0","0","0","0"
"2022","2644","Thiel","iii","Presidents'","","","10","1","9","0","8","1","7","0","5","0","5","0","5","1","4","0","0","0","0","0","10","1","9","0","0","0","0","0"
"2022","2643","The Citadel","fcs","Southern","","5.802981593388418","11","4","7","0","8","3","5","0","5","2","3","0","6","2","4","0","0","0","0","0","11","4","7","0","0","0","0","0"
"2022","2641","Texas Tech","fbs","Big 12","","6.383732635580702","13","8","5","0","9","5","4","0","7","6","1","0","5","1","4","0","1","1","0","0","12","7","5","0","1","1","0","0"
"2022","326","Texas State","fbs","Sun Belt","West","4.443363952073579","12","4","8","0","8","2","6","0","6","4","2","0","6","0","6","0","0","0","0","0","12","4","8","0","0","0","0","0"
"2022","2640","Texas Southern","fcs","SWAC","West","5.375069102064609","11","5","6","0","8","4","4","0","3","1","2","0","6","2","4","0","2","2","0","0","11","5","6","0","0","0","0","0"
"2022","2639","Texas Lutheran","iii","American Southwest","","","10","4","6","0","8","3","5","0","5","0","5","0","4","3","1","0","1","1","0","0","10","4","6","0","0","0","0","0"
"2022","2658","Texas A&M-Kingsville","ii","Lone Star","","","11","7","4","0","6","4","2","0","7","5","2","0","3","1","2","0","1","1","0","0","11","7","4","0","0","0","0","0"
"2022","245","Texas A&M","fbs","SEC","West","4.6657725755918635","12","5","7","0","8","2","6","0","7","4","3","0","4","0","4","0","1","1","0","0","12","5","7","0","0","0","0","0"
"2022","251","Texas","fbs","Big 12","","9.791174312752483","13","8","5","0","9","6","3","0","7","5","2","0","4","2","2","0","2","1","1","0","12","8","4","0","1","0","1","0"
"2022","2635","Tennessee Tech","fcs","OVC","","3.108252522852845","11","4","7","0","5","2","3","0","5","2","3","0","6","2","4","0","0","0","0","0","11","4","7","0","0","0","0","0"
"2022","2634","Tennessee State","fcs","OVC","","4.828375498568803","11","4","7","0","5","2","3","0","4","2","2","0","5","2","3","0","2","0","2","0","11","4","7","0","0","0","0","0"
"2022","2633","Tennessee","fbs","SEC","East","9.749081155455064","13","11","2","0","8","6","2","0","7","7","0","0","5","3","2","0","1","1","0","0","12","10","2","0","1","1","0","0"
"2022","218","Temple","fbs","American Athletic","","4.443983901191349","12","3","9","0","8","1","7","0","7","3","4","0","5","0","5","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2022","2628","TCU","fbs","Big 12","","10.324848578954755","15","13","2","0","10","9","1","0","6","6","0","0","6","6","0","0","3","1","2","0","13","12","1","0","2","1","1","0"
"2022","2627","Tarleton State","fcs","Western Athletic","","5.392004029747148","11","6","5","0","5","1","4","0","6","4","2","0","5","2","3","0","0","0","0","0","11","6","5","0","0","0","0","0"
"2022","183","Syracuse","fbs","ACC","Atlantic","6.247216096987285","13","7","6","0","8","4","4","0","7","5","2","0","5","2","3","0","1","0","1","0","12","7","5","0","1","0","1","0"
"2022","216","Susquehanna","iii","Centennial","","","11","10","1","0","9","9","0","0","6","5","1","0","5","5","0","0","0","0","0","0","11","10","1","0","0","0","0","0"
"2022","3110","SUNY Morrisville","iii","Empire 8","","","10","7","3","0","6","3","3","0","5","4","1","0","5","3","2","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2022","2951","SUNY Maritime","iii","ECFC","","","10","3","7","0","6","2","4","0","5","2","3","0","5","1","4","0","0","0","0","0","10","3","7","0","0","0","0","0"
"2022","2834","Sul Ross State","iii","American Southwest","","","10","4","6","0","8","4","4","0","4","3","1","0","6","1","5","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2022","2619","Stony Brook","fcs","CAA","","2.714713008433999","11","2","9","0","8","1","7","0","5","2","3","0","6","0","6","0","0","0","0","0","11","2","9","0","0","0","0","0"
"2022","284","Stonehill","fcs","NEC","","0.18102885786583778","9","4","5","0","7","2","5","0","5","3","2","0","4","1","3","0","0","0","0","0","9","4","5","0","0","0","0","0"
"2022","471","Stevenson","iii","Mid Atlantic","","","10","8","2","0","8","6","2","0","5","4","1","0","5","4","1","0","0","0","0","0","10","8","2","0","0","0","0","0"
"2022","56","Stetson","fcs","Pioneer","","2.0477414147616413","11","4","6","1","8","2","5","1","7","4","3","0","4","0","3","1","0","0","0","0","11","4","6","1","0","0","0","0"
"2022","2617","Stephen F. Austin","fcs","Western Athletic","","4.8191585199453115","11","6","5","0","7","5","2","0","5","3","2","0","4","3","1","0","2","0","2","0","11","6","5","0","0","0","0","0"
"2022","24","Stanford","fbs","Pac-12","","2.9377392466469097","12","3","9","0","9","1","8","0","6","2","4","0","6","1","5","0","0","0","0","0","12","3","9","0","0","0","0","0"
"2022","2900","St. Thomas (MN)","fcs","Pioneer","","9.966499266834694","11","10","1","0","8","8","0","0","6","6","0","0","5","4","1","0","0","0","0","0","11","10","1","0","0","0","0","0"
"2022","375","St. Scholastica","iii","Minnesota","","","9","2","7","0","6","1","5","0","3","1","2","0","6","1","5","0","0","0","0","0","9","2","7","0","0","0","0","0"
"2022","133","St. Olaf","iii","Minnesota","","","9","4","5","0","6","2","4","0","4","2","2","0","5","2","3","0","0","0","0","0","9","4","5","0","0","0","0","0"
"2022","2832","St. Norbert","iii","NACC","","","10","7","3","0","8","6","2","0","5","4","1","0","5","3","2","0","0","0","0","0","10","7","3","0","0","0","0","0"
"2022","2779","St. Lawrence","iii","Liberty League","","","10","4","6","0","6","2","4","0","5","1","4","0","5","3","2","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2022","2598","St. Francis (PA)","fcs","NEC","","6.1837882007069505","12","9","3","0","7","7","0","0","3","3","0","0","9","6","3","0","0","0","0","0","12","9","3","0","0","0","0","0"
"2022","395","St. Augustine's","ii","CIAA","Southern","","9","1","8","0","7","1","6","0","5","1","4","0","4","0","4","0","0","0","0","0","9","1","8","0","0","0","0","0"
"2022","2830","St. Anselm","ii","Northeast 10","","","10","6","4","0","8","4","4","0","5","3","2","0","3","1","2","0","2","2","0","0","10","6","4","0","0","0","0","0"
"2022","374","St John Fisher University","iii","Empire 8","","","10","4","6","0","6","2","4","0","5","3","2","0","5","1","4","0","0","0","0","0","10","4","6","0","0","0","0","0"
"2022","81","Springfield","iii","NEWMAC","","","12","9","3","0","6","6","0","0","7","5","2","0","5","4","1","0","0","0","0","0","12","9","3","0","0","0","0","0"
"2022","2588","Southwestern University","iii","American Southwest","","","10","2","8","0","9","2","7","0","4","1","3","0","6","1","5","0","0","0","0","0","10","2","8","0","0","0","0","0"
